"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"GnRH secretion","9/64",0.854944974513255,0.999996283442021,0,0,0.7267169511711,0.113889750267358,"MAP2K2;KCNJ11;AKT2;GNA11;KCNN2;CACNA1S;RAF1;HRAS;HCN1"
"Glycosphingolipid biosynthesis","6/45",0.858650295902829,0.999996283442021,0,0,0.683350464643074,0.104138200425546,"B4GALT2;B3GNT5;B3GALT1;ST8SIA5;B4GALNT1;ST3GAL3"
"RNA transport","29/186",0.860070915889632,0.999996283442021,0,0,0.819652932663064,0.123554837813345,"EIF4A2;POP7;FXR1;FXR2;SAP18;NUP88;RPP14;EIF4B;PAIP1;EIF2B5;EIF2B3;EIF1AY;ELAC2;PABPC4;THOC5;SENP2;RPP25L;EIF1;DDX19A;EIF5;DDX39B;NCBP2L;EEF1A2;EIF3J;EIF3G;EIF3C;EIF1B;EIF4G3;EIF4G1"
"alpha-Linolenic acid metabolism","3/25",0.863543111370424,0.999996283442021,0,0,0.605833539757246,0.0888827209111428,"PLA2G12A;PLA2G4C;PLA2G6"
"Cortisol synthesis and secretion","9/65",0.867162058834166,0.999996283442021,0,0,0.713695999688085,0.101722663044904,"ADCY9;GNA11;GNAS;ADCY2;CACNA1S;PRKACA;PBX1;ATF4;CYP17A1"
"Notch signaling pathway","8/59",0.872006015202641,0.999996283442021,0,0,0.696616108926517,0.0954078156583634,"KAT2B;TLE2;TLE1;CTBP1;DVL1;PSEN2;DVL3;RFNG"
"Phosphatidylinositol signaling system","14/97",0.873717805015499,0.999996283442021,0,0,0.748825309436708,0.101089794084052,"DGKD;MTMR3;CALML6;DGKB;INPPL1;INPP5A;PPIP5K1;IMPA2;ITPKA;PIP4K2B;CALM3;PLCD3;PLCD4;IP6K3"
"Prostate cancer","14/97",0.873717805015499,0.999996283442021,0,0,0.748825309436708,0.101089794084052,"MAP2K2;HSP90AB1;EGF;ARAF;MTOR;IKBKB;ZEB1;AKT2;BCL2;RAF1;HRAS;SOS2;ATF4;NKX3-1"
"Mineral absorption","8/60",0.883548374385731,0.999996283442021,0,0,0.683177668170847,0.0845837048728441,"SLC8A3;SLC9A3;ATP1A4;ATP1B4;ATP1A2;ATP2B2;SLC26A9;ATP1B1"
"Nucleotide excision repair","6/47",0.885459297958258,0.999996283442021,0,0,0.649936480275629,0.0790639850078483,"CUL4A;POLD2;POLE3;RAD23A;MNAT1;RAD23B"
"Other types of O-glycan biosynthesis","6/47",0.885459297958258,0.999996283442021,0,0,0.649936480275629,0.0790639850078483,"B4GALT2;POMT2;GALNT17;RFNG;GALNTL6;ST3GAL3"
"Platelet activation","18/124",0.892791201032272,0.999996283442021,0,0,0.753627752110059,0.0854633034729092,"MYLK2;ROCK2;PLA2G4C;ADCY2;ARHGAP35;MYLK3;MYL12A;MAPK12;MYLK4;PPP1CB;PPP1CC;ADCY9;STIM1;AKT2;GNAS;TLN2;PRKACA;PRKG1"
"Lipid and atherosclerosis","33/215",0.89400518926883,0.999996283442021,0,0,0.804228052167613,0.090108686024948,"CAMK2B;CAMK2D;HSP90AB1;CALML6;ROCK2;CAMK2A;VLDLR;IKBKB;RXRB;MAPK9;PPP3CB;PPP3CC;RXRA;AKT2;MAP2K7;HRAS;RXRG;CAMK2G;MAP2K6;MAP2K3;CYP2J2;MAP2K4;HSPA8;JUN;HSPA1L;MIB2;HSPA2;MAPK12;BCL2;CYCS;CALM3;TAB2;ATF4"
"Pentose and glucuronate interconversions","4/34",0.894104010088575,0.999996283442021,0,0,0.592241300990279,0.0662914451557208,"UGP2;AKR1B10;DCXR;AKR1B1"
"TNF signaling pathway","16/112",0.89567043124984,0.999996283442021,0,0,0.739722905842676,0.0815047083948894,"MAP2K3;MAP2K4;JUN;CEBPB;DAB2IP;MAPK12;IKBKB;MAPK9;RPS6KA5;AKT2;TAB2;PGAM5;MAP2K7;DNM1L;ATF4;MAP2K6"
"Gastric cancer","22/149",0.896122414339759,0.999996283442021,0,0,0.768638513447939,0.0843029287226164,"MAP2K2;SMAD3;EGF;ARAF;FZD9;WNT9A;MLH1;MTOR;GADD45G;RXRB;FGF16;RXRA;AKT2;DVL1;BCL2;DVL3;CTNNA3;CTNNA2;RAF1;HRAS;SOS2;RXRG"
"Collecting duct acid secretion","3/27",0.896456164643349,0.999996283442021,0,0,0.555279291553133,0.0606952934057368,"ATP6V1G2;ATP6V1D;ATP6V1E2"
"Progesterone-mediated oocyte maturation","14/100",0.899582554572625,0.999996283442021,0,0,0.722570024851116,0.0764655765589272,"HSP90AB1;ARAF;SPDYE3;ADCY2;MAPK12;ANAPC11;MAPK9;ADCY9;AKT2;ANAPC5;PRKACA;RAF1;CPEB3;CPEB4"
"One carbon pool by folate","2/20",0.905086601982787,0.999996283442021,0,0,0.493628741790006,0.049226952054576,"ALDH1L1;MTHFD1"
"Sphingolipid metabolism","6/49",0.907829234955006,0.999996283442021,0,0,0.61963077352376,0.0599176670590834,"NEU3;NEU4;GAL3ST1;ASAH2;GBA2;CERS1"
"Renin secretion","9/69",0.907937561082048,0.999996283442021,0,0,0.665952510917031,0.064317472457033,"PPP3CB;PPP3CC;CALML6;GNAS;CALM3;ADRB2;CACNA1S;PRKACA;KCNJ2"
"Pancreatic cancer","10/76",0.911902989275504,0.999996283442021,0,0,0.672614763523854,0.062029654050934,"IKBKB;MAPK9;SMAD3;EGF;AKT2;ARAF;RAF1;MTOR;ARHGEF6;GADD45G"
"Focal adhesion","30/201",0.915545560376464,0.999996283442021,0,0,0.778036224241636,0.0686501433707347,"MYLK2;ROCK2;MYL12A;ARHGAP35;MYLK3;CRKL;MYLK4;PPP1CB;PPP1CC;MAPK9;PAK1;AKT2;FLNC;ITGB6;HRAS;JUN;CAV3;EGF;VEGFB;PARVB;MYLPF;MYL2;COL4A3;RAPGEF1;BCL2;ITGA7;TLN2;RAF1;PPP1R12B;SOS2"
"Fat digestion and absorption","5/43",0.916900490835503,0.999996283442021,0,0,0.584321012454801,0.050693545767789,"PLA2G12A;DGAT1;GOT2;AGPAT1;ACAT1"
"Relaxin signaling pathway","18/129",0.925144924820621,0.999996283442021,0,0,0.719458720005916,0.0559773981233576,"MAP2K4;JUN;MAP2K2;VEGFB;ADCY2;MAPK12;MAPK9;ADCY9;AKT2;COL4A3;GNAS;NOS1;PRKACA;RAF1;MAP2K7;HRAS;SOS2;ATF4"
"T cell receptor signaling pathway","14/104",0.92715251261969,0.999996283442021,0,0,0.690285748990313,0.0522112841291456,"JUN;MAP2K2;MAPK12;IKBKB;MAPK9;PPP3CB;PAK1;PPP3CC;AKT2;PRKCQ;RAF1;MAP2K7;HRAS;SOS2"
"Non-homologous end-joining","1/13",0.928547026165807,0.999996283442021,0,0,0.370256899055919,0.027448718264082,"POLL"
"Cushing syndrome","22/155",0.930395773387165,0.999996283442021,0,0,0.73369125360649,0.052932317328394,"CAMK2B;CAMK2D;FH;MAP2K2;CAMK2A;FZD9;ADCY2;WNT9A;PBX1;CRHR2;CYP17A1;PDE11A;ADCY9;ARMC5;GNA11;DVL1;GNAS;DVL3;CACNA1S;PRKACA;CAMK2G;ATF4"
"Melanoma","9/72",0.931084191110573,0.999996283442021,0,0,0.634123518402994,0.0452799544242231,"FGF16;MAP2K2;EGF;AKT2;ARAF;MITF;RAF1;HRAS;GADD45G"
"Basal transcription factors","5/45",0.93478116790404,0.999996283442021,0,0,0.555036804798255,0.0374332484897775,"TAF6L;TAF8;TAF7;GTF2IRD1;MNAT1"
"Aminoacyl-tRNA biosynthesis","8/66",0.935975758970024,0.999996283442021,0,0,0.612278308321965,0.0405118237075666,"SARS2;NARS2;GATB;TARS2;IARS2;QRSL1;CARS2;EARS2"
"p53 signaling pathway","9/73",0.937589139718335,0.999996283442021,0,0,0.624176958242358,0.0402241124122831,"RRM2B;SIVA1;SESN1;CCNG1;BCL2;TSC2;CYCS;RCHY1;GADD45G"
"Sphingolipid signaling pathway","16/119",0.939083532791418,0.999996283442021,0,0,0.689153133636516,0.0433138563845946,"MAP2K2;ASAH2;ROCK2;PPP2R2A;PPP2R5D;PPP2R3B;PPP2R3A;MAPK12;MAPK9;PPP2R1A;AKT2;PPP2R2D;BCL2;RAF1;HRAS;CERS1"
"Mismatch repair","2/23",0.942056471650973,0.999996283442021,0,0,0.423032520008821,0.0252508354557759,"POLD2;MLH1"
"IL-17 signaling pathway","12/94",0.943662595121547,0.999996283442021,0,0,0.649362762406646,0.0376543369069956,"IKBKB;MAPK9;USP25;CSF3;CEBPB;JUN;HSP90AB1;ANAPC5;TAB2;MAPK6;IL17D;MAPK12"
"B cell receptor signaling pathway","10/81",0.945062757410593,0.999996283442021,0,0,0.625055272942597,0.0353180879737002,"IKBKB;PPP3CB;JUN;PPP3CC;MAP2K2;AKT2;INPPL1;RAF1;HRAS;SOS2"
"Thyroid hormone synthesis","9/75",0.949007149013214,0.999996283442021,0,0,0.605188070662962,0.0316749064727615,"ADCY9;ATP1A4;GNAS;ATP1B4;ADCY2;ATP1A2;PRKACA;ATP1B1;ATF4"
"Pancreatic secretion","13/102",0.950452322255558,0.999996283442021,0,0,0.648044452630933,0.0329318557607396,"PLA2G12A;AMY2B;SCT;ATP1A4;ATP1B4;ATP2A2;ATP2A1;ADCY2;ATP1A2;ATP2B2;ATP1B1;ADCY9;GNAS"
"Vitamin digestion and absorption","2/24",0.950983713821833,0.999996283442021,0,0,0.403779004977588,0.0202932632850835,"MMACHC;SLC19A2"
"Phospholipase D signaling pathway","20/148",0.95360165050811,0.999996283442021,0,0,0.692880851355051,0.0329182508721746,"DGKD;MAP2K2;DGKB;EGF;PLA2G4C;TSC2;RRAS2;TSC1;ADCY2;PTPN11;AGPAT1;AGPAT3;MTOR;ADCY9;MRAS;AKT2;GNAS;RAF1;HRAS;SOS2"
"Hepatocellular carcinoma","23/168",0.956864951326077,0.999996283442021,0,0,0.703232876712329,0.0310076572038359,"GSTM4;GSTM2;MAP2K2;SMAD3;SMARCD3;PHF10;TXNRD3;TXNRD2;MGST3;TXNRD1;ARAF;FZD9;KEAP1;WNT9A;MTOR;GADD45G;AKT2;DVL1;DPF3;DVL3;RAF1;HRAS;SOS2"
"Hepatitis B","22/162",0.957905379198113,0.999996283442021,0,0,0.696705403607622,0.0299627041770292,"MAP2K3;MAP2K4;STAT5B;JUN;MAP2K2;SMAD3;ARAF;MAPK12;IKBKB;MAPK9;MAVS;AKT2;VDAC3;BCL2;CYCS;TAB2;RAF1;MAP2K7;HRAS;SOS2;ATF4;MAP2K6"
"Homologous recombination","4/41",0.957957602393065,0.999996283442021,0,0,0.479989392499613,0.0206163884045456,"BABAM1;ABRAXAS1;POLD2;BRCC3"
"Synaptic vesicle cycle","9/78",0.962677509394121,0.999996283442021,0,0,0.578768748813366,0.0220145137377018,"UNC13C;RAB3A;ATP6V1G2;CLTCL1;CLTB;SLC6A1;ATP6V1E2;SLC1A7;ATP6V1D"
"AGE-RAGE signaling pathway in diabetic complications","12/100",0.967919558165318,0.999996283442021,0,0,0.604864542723051,0.0197223924575585,"STAT5B;MAPK9;JUN;SMAD3;AKT2;COL4A3;BCL2;VEGFB;PLCD3;HRAS;PLCD4;MAPK12"
"Primary bile acid biosynthesis","1/17",0.968285555710759,0.999996283442021,0,0,0.277624591503268,0.00894735186471112,"ACOT8"
"Mucin type O-glycan biosynthesis","3/36",0.972544648759038,0.999996283442021,0,0,0.403616546940798,0.0112363993999721,"ST6GALNAC2;GALNT17;GALNTL6"
"Apoptosis","18/142",0.973454412313669,0.999996283442021,0,0,0.643515290587353,0.0173133180795551,"JUN;ENDOG;MAP2K2;PARP1;PARP2;DAB2IP;TUBA4A;GADD45G;IKBKB;MAPK9;AIFM1;AKT2;BCL2;CYCS;RAF1;HRAS;ATF4;TUBA8"
"Phototransduction","2/28",0.975190767682644,0.999996283442021,0,0,0.34157534103053,0.00858111308882817,"CALML6;CALM3"
"Glycosaminoglycan biosynthesis","5/53",0.976655834716764,0.999996283442021,0,0,0.462303480552526,0.010920050373568,"B4GALT2;EXTL1;HS3ST5;HS6ST1;ST3GAL3"
"Glycosaminoglycan degradation","1/19",0.978872250954806,0.999996283442021,0,0,0.246747155652384,0.00526907189674436,"HYAL4"
"Toxoplasmosis","13/112",0.980700570316322,0.999996283442021,0,0,0.582226637964343,0.0113464880577901,"MAP2K3;HSPA8;HSPA1L;HSPA2;MAPK12;IKBKB;MAPK9;AKT2;PPIF;BCL2;CYCS;TAB2;MAP2K6"
"Bacterial invasion of epithelial cells","8/77",0.981043401292274,0.999996283442021,0,0,0.514320738675683,0.00984336783506113,"ARHGAP10;CAV3;CLTCL1;CLTB;CTNNA3;CTNNA2;ACTR3B;CRKL"
"RIG-I-like receptor signaling pathway","7/70",0.981781938713205,0.999996283442021,0,0,0.492938109959387,0.00906318652259905,"IKBKB;MAPK9;MAVS;NLRX1;PIN1;TBKBP1;MAPK12"
"Small cell lung cancer","10/92",0.982403703510326,0.999996283442021,0,0,0.540840174986516,0.00960150952369869,"IKBKB;RXRB;ZBTB17;RXRA;AKT2;COL4A3;BCL2;CYCS;RXRG;GADD45G"
"Ascorbate and aldarate metabolism","2/30",0.982455696138456,0.999996283442021,0,0,0.317138187337043,0.00561335519034641,"ALDH1B1;RGN"
"Human immunodeficiency virus 1 infection","28/212",0.982473610226437,0.999996283442021,0,0,0.673948828055108,0.0119166253011333,"CUL5;CALML6;CUL1;CRKL;IKBKB;MAPK9;PPP3CB;PAK1;PPP3CC;AKT2;CFL2;GNA11;MAP2K7;HRAS;SKP1;MAP2K6;MAP2K3;JUN;MAP2K2;MAPK12;MTOR;CUL4A;WEE1;BCL2;CYCS;CALM3;TAB2;RAF1"
"Steroid biosynthesis","1/20",0.982755649607558,0.999996283442021,0,0,0.23374613003096,0.0040659592172451,"FDFT1"
"Various types of N-glycan biosynthesis","3/39",0.982784121260206,0.999996283442021,0,0,0.369913714804723,0.00642384577580466,"B4GALT2;MAN2A2;ST3GAL3"
"Chemical carcinogenesis","32/239",0.98424327894036,0.999996283442021,0,0,0.684422047879292,0.0108701126490854,"HSP90AB1;MGST3;ADCY2;ADRB2;RXRB;RXRA;AKT2;KPNA4;KPNA5;CACNA1S;PRKACA;HRAS;RXRG;KPNA3;KPNA1;GSTM4;STAT5B;GSTM2;JUN;MAP2K2;EGF;HSD11B1L;MTOR;FGF16;ADCY9;BCL6;BCL2;GNAS;PPARA;RAF1;SOS2;ATF4"
"Hedgehog signaling pathway","5/56",0.984445428178686,0.999996283442021,0,0,0.43502897342143,0.00681986805782467,"HHATL;CUL3;CUL1;BCL2;PRKACA"
"Epstein-Barr virus infection","26/202",0.985984660062993,0.999996283442021,0,0,0.654220779220779,0.00923398757325476,"PSMD12;PSMD11;PSMD8;IKBKB;MAPK9;PSMD7;PSMD4;AKT2;PSMD2;PSMD3;MAP2K7;MAP2K6;MAP2K3;MAP2K4;JUN;ADRM1;MAPK12;GADD45G;MAVS;PSMC6;PSMC3;NEDD4;PSMC1;BCL2;CYCS;TAB2"
"Cocaine addiction","4/49",0.986555341164715,0.999996283442021,0,0,0.394464128887678,0.00533940988189143,"JUN;GNAS;PRKACA;ATF4"
"Ether lipid metabolism","4/49",0.986555341164715,0.999996283442021,0,0,0.394464128887678,0.00533940988189143,"PLA2G12A;GAL3ST1;PLA2G4C;PLA2G6"
"Chagas disease","11/102",0.987169053695615,0.999996283442021,0,0,0.535934846147844,0.00692104860208188,"IKBKB;MAP2K4;MAPK9;JUN;PPP2R1A;AKT2;GNA11;PPP2R2D;GNAS;PPP2R2A;MAPK12"
"Cell cycle","14/124",0.988400206836422,0.999996283442021,0,0,0.564083579716266,0.00658149909488504,"YWHAE;ZBTB17;SMAD3;CUL1;ANAPC11;GADD45G;WEE1;ORC6;RBL1;TFDP2;ORC3;ANAPC5;YWHAG;SKP1"
"Cholesterol metabolism","4/50",0.988400396342562,0.999996283442021,0,0,0.385865121404956,0.00450204421219408,"VAPB;VDAC3;VDAC2;VDAC1"
"GABAergic synapse","9/89",0.989059550053792,0.999996283442021,0,0,0.498850300218341,0.00548772084634111,"GABARAPL2;ADCY9;PLCL1;ADCY2;CACNA1S;SLC6A1;PRKACA;SLC38A3;GPHN"
"SNARE interactions in vesicular transport","2/33",0.989631843858857,0.999996283442021,0,0,0.286394671400076,0.0029848854289641,"STX17;USE1"
"Toll-like receptor signaling pathway","11/104",0.989685056683374,0.999996283442021,0,0,0.524344767240417,0.00543667450166024,"MAP2K3;IKBKB;MAP2K4;MAPK9;JUN;MAP2K2;AKT2;TAB2;MAP2K7;MAPK12;MAP2K6"
"Fc gamma R-mediated phagocytosis","10/97",0.989919273571567,0.999996283442021,0,0,0.50960050960051,0.00516321173361316,"PAK1;BIN1;AKT2;CFL2;PLA2G4C;INPPL1;RAF1;PLA2G6;ACTR3B;CRKL"
"Endocytosis","33/252",0.990292561058322,0.999996283442021,0,0,0.666822218877013,0.00650475958340787,"RAB5B;ZFYVE9;WIPF3;VPS4A;CLTB;NEDD4L;ACTR3B;GRK4;CLTCL1;MVB12B;RAB11FIP3;HRAS;WASHC1;SH3GLB1;HSPA8;RAB4A;SMAD3;HSPA1L;CAV3;VTA1;WWP1;VPS37A;EPS15L1;HSPA2;EPN1;RAB10;RABEP1;BIN1;PARD3;NEDD4;FGFR4;CHMP6;RNF103-CHMP3"
"NOD-like receptor signaling pathway","22/181",0.990985894473376,0.999996283442021,0,0,0.612731241031578,0.00554826814196774,"YWHAE;RNF31;GABARAPL2;JUN;NLRX1;HSP90AB1;BRCC3;MAPK12;TXN2;IKBKB;PANX1;MAPK9;MAVS;SHARPIN;VDAC3;BCL2;VDAC2;MFN2;VDAC1;TAB2;DNM1L;MCU"
"Morphine addiction","9/91",0.991356283923255,0.999996283442021,0,0,0.486623309191607,0.00422451790443541,"PDE11A;ADCY9;GRK4;PDE4D;PDE4C;GNAS;ADCY2;PRKACA;PDE7A"
"Axon guidance","22/182",0.991742362394454,0.999996283442021,0,0,0.608864009860312,0.0050486521217346,"CAMK2B;SEMA6C;CAMK2D;SEMA4D;ROCK2;CAMK2A;PTPN11;SSH2;MYL12A;RGMA;PPP3CB;PAK1;PPP3CC;ABLIM2;ABLIM3;DPYSL5;CFL2;PARD3;RAF1;EPHB1;HRAS;CAMK2G"
"Arachidonic acid metabolism","5/61",0.99225835804376,0.999996283442021,0,0,0.396065391805577,0.00307812676552827,"CYP2J2;PLA2G12A;PTGES2;PLA2G4C;PLA2G6"
"Glutamatergic synapse","12/114",0.992440995397882,0.999996283442021,0,0,0.521394026061668,0.00395619118533042,"PPP3CB;ADCY9;PPP3CC;HOMER1;HOMER2;PLA2G4C;GNAS;HOMER3;ADCY2;PRKACA;SLC38A3;SLC1A7"
"Fanconi anemia pathway","4/54",0.993634520501812,0.999996283442021,0,0,0.354908694467157,0.00226638500916994,"REV1;FANCE;MLH1;FAN1"
"Yersinia infection","15/137",0.99370834740365,0.999996283442021,0,0,0.544674147836765,0.00343772638244805,"MAP2K3;MAP2K4;JUN;MAP2K2;ROCK2;WIPF3;ACTR3B;MAPK12;CRKL;IKBKB;MAPK9;AKT2;TAB2;MAP2K7;MAP2K6"
"Transcriptional misregulation in cancer","23/192",0.993827877070471,0.999996283442021,0,0,0.602470616843641,0.00373004573705815,"ZBTB17;MEF2C;CEBPB;EYA1;ZBTB16;SIX1;PAX3;MITF;PBX1;AFF1;MLF1;GADD45G;HOXA10;RXRB;HOXA9;ZEB1;RXRA;BCL6;SIX4;PAX7;TSPAN7;NSD2;RXRG"
"DNA replication","2/36",0.993912176953479,0.999996283442021,0,0,0.261076481804926,0.00159424510269274,"POLD2;POLE3"
"Adherens junction","6/71",0.99409192725587,0.999996283442021,0,0,0.409355792830022,0.00242567641530151,"SMAD3;CSNK2A1;PARD3;LMO7;CTNNA3;CTNNA2"
"Basal cell carcinoma","5/63",0.994182522870623,0.999996283442021,0,0,0.382360959651036,0.00223087146980469,"DVL1;FZD9;DVL3;WNT9A;GADD45G"
"Cytosolic DNA-sensing pathway","5/63",0.994182522870623,0.999996283442021,0,0,0.382360959651036,0.00223087146980469,"IKBKB;MAVS;POLR3GL;POLR3D;POLR3E"
"Measles","15/139",0.994882373813978,0.999996283442021,0,0,0.535822942203566,0.00274918217896258,"HSPA8;STAT5B;JUN;CSNK2A1;HSPA1L;HSPA2;RCHY1;IKBKB;MAPK9;MAVS;AKT2;BCL2;CYCS;TAB2;RAB9B"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","1/26",0.994902146210135,0.999996283442021,0,0,0.177581699346405,0.000907600918009456,"PIGZ"
"Maturity onset diabetes of the young","1/26",0.994902146210135,0.999996283442021,0,0,0.177581699346405,0.000907600918009456,"MAFA"
"Breast cancer","16/147",0.995361144652606,0.999996283442021,0,0,0.540918076177236,0.00251507877413981,"NCOA1;JUN;MAP2K2;EGF;ARAF;FZD9;WNT9A;MTOR;GADD45G;FGF16;AKT2;DVL1;DVL3;RAF1;HRAS;SOS2"
"Viral carcinogenesis","24/203",0.995779212464962,0.999996283442021,0,0,0.593339263378197,0.00250965906946578,"YWHAE;HDAC4;STAT5B;HDAC5;JUN;SRF;HDAC11;HPN;MRPS18B;SCRIB;UBE3A;HDAC9;POLB;KAT2B;PKM;RBL1;PSMC1;DNAJA3;MAPKAPK2;VDAC3;PRKACA;HRAS;YWHAG;ATF4"
"JAK-STAT signaling pathway","18/162",0.99581033414657,0.999996283442021,0,0,0.553454172366621,0.00232365913119124,"CNTFR;STAT5B;CSF3;CTF1;IL11RA;EGF;FHL1;PTPN11;PIAS2;MTOR;AKT2;BCL2;RAF1;SOCS6;IL17D;SOCS7;HRAS;SOS2"
"Hepatitis C","17/157",0.996573687189266,0.999996283442021,0,0,0.537626992810253,0.00184524124802757,"YWHAE;MAP2K2;EGF;ARAF;PPP2R2A;IKBKB;MAVS;RXRA;PPP2R1A;AKT2;PPP2R2D;CYCS;RAF1;PPARA;HRAS;SOS2;YWHAG"
"Human T-cell leukemia virus 1 infection","26/219",0.996626182421454,0.999996283442021,0,0,0.595967158754942,0.00201408396608475,"SRF;GPS2;ADCY2;ANAPC11;IKBKB;POLB;MAPK9;PPP3CB;PPP3CC;AKT2;PRKACA;HRAS;STAT5B;MAP2K4;JUN;MAP2K2;SMAD3;KAT2B;ADCY9;VDAC3;VDAC2;VDAC1;ANAPC5;TLN2;SLC25A4;ATF4"
"Signaling pathways regulating pluripotency of stem cells","15/143",0.996641338089554,0.999996283442021,0,0,0.518950331465282,0.00174591232031852,"MAP2K2;SMAD3;ESRRB;FZD9;WNT9A;ACVR2B;MAPK12;INHBE;AKT2;DVL1;DVL3;RAF1;FGFR4;HRAS;MYF5"
"Th1 and Th2 cell differentiation","8/92",0.997039382493728,0.999996283442021,0,0,0.422087962060677,0.00125149452345608,"IKBKB;MAPK9;STAT5B;PPP3CB;JUN;PPP3CC;PRKCQ;MAPK12"
"Metabolism of xenobiotics by cytochrome P450","6/76",0.99704751361541,0.999996283442021,0,0,0.379999220850053,0.00112360205302309,"GSTM4;AKR7A2;GSTM2;ADH1C;MGST3;HSD11B1L"
"Pertussis","6/76",0.99704751361541,0.999996283442021,0,0,0.379999220850053,0.00112360205302309,"MAPK9;JUN;CALML6;CFL2;CALM3;MAPK12"
"Protein digestion and absorption","9/103",0.998036308148463,0.999996283442021,0,0,0.424187610331692,0.000833792678069922,"SLC8A3;SLC9A3;SLC36A2;COL4A3;ATP1A4;ATP1B4;ATP1A2;ATP1B1;COL19A1"
"Ras signaling pathway","27/232",0.99806685305805,0.999996283442021,0,0,0.582387648341651,0.00112693051384945,"RAB5B;CALML6;FOXO4;PLA2G6;IKBKB;NTF4;MAPK9;PAK1;AKT2;PRKACA;HRAS;PLA2G12A;MAP2K2;RASA4B;EGF;PLA2G4C;VEGFB;RRAS2;PTPN11;FGF16;MRAS;RASA4;CALM3;RAF1;FGFR4;RGL2;SOS2"
"Osteoclast differentiation","12/127",0.99827959321903,0.999996283442021,0,0,0.462083298694821,0.000795655862735703,"IKBKB;MAPK9;JUN;PPP3CB;PPP3CC;AKT2;MITF;TAB2;MAP2K7;SQSTM1;MAPK12;MAP2K6"
"Spliceosome","15/150",0.998431256743371,0.999996283442021,0,0,0.491829171982261,0.000772159515455526,"HSPA8;HSPA1L;PRPF40B;SNU13;CWC15;HSPA2;USP39;LSM4;DDX39B;NCBP2L;PCBP1;SNRNP27;DHX16;RP9;SNRPD3"
"Kaposi sarcoma-associated herpesvirus infection","21/193",0.998453579910106,0.999996283442021,0,0,0.540091125601773,0.000835854224588174,"GABARAPL2;MAP2K4;JUN;MAP2K2;CALML6;ATG14;MAPK12;MTOR;IKBKB;MAPK9;PPP3CB;PPP3CC;UBB;AKT2;MAPKAPK2;CYCS;CALM3;RAF1;MAP2K7;HRAS;MAP2K6"
"Leukocyte transendothelial migration","10/114",0.998694873005141,0.999996283442021,0,0,0.425854175854176,0.000556156787395095,"MYLPF;ROCK2;MYL2;CD99L2;CTNNA3;PTPN11;CTNNA2;ARHGAP35;MYL12A;MAPK12"
"Drug metabolism","9/108",0.998972291194789,0.999996283442021,0,0,0.402639936482731,0.000414009385056257,"GSTM4;GSTM2;UCK1;RRM2B;ADH1C;MGST3;IMPDH2;UPB1;UCKL1"
"Amoebiasis","8/102",0.999219790461536,0.999996283442021,0,0,0.376952773504398,0.000294216939800813,"RAB5B;ARG2;C8G;GNA11;COL4A3;GNAS;HSPB1;PRKACA"
"Tuberculosis","18/180",0.99935636291995,0.999996283442021,0,0,0.49141206870345,0.000316392861016542,"HSPA9;CAMK2B;RAB5B;CAMK2D;CEBPB;CALML6;CAMK2A;CEBPG;MAPK12;MAPK9;PPP3CB;PPP3CC;AKT2;BCL2;CYCS;CALM3;RAF1;CAMK2G"
"Rap1 signaling pathway","22/210",0.999432691442387,0.999996283442021,0,0,0.517284684464181,0.000293543300907201,"MAP2K3;MAP2K2;CALML6;EGF;VEGFB;ADCY2;MAPK12;CRKL;FGF16;ADCY9;MRAS;AKT2;PARD3;RAPGEF1;GNAS;CALM3;TLN2;RAF1;FGFR4;HRAS;PFN2;MAP2K6"
"African trypanosomiasis","1/37",0.99945262027069,0.999996283442021,0,0,0.12323741224885,6.74761305759475e-05,"THOP1"
"Serotonergic synapse","9/113",0.999469761375861,0.999996283442021,0,0,0.383164154350017,0.000203222316945331,"CYP2J2;PLA2G4C;ARAF;GNAS;KCNN2;CACNA1S;PRKACA;RAF1;HRAS"
"Human cytomegalovirus infection","24/225",0.999477517612584,0.999996283442021,0,0,0.527676770982031,0.000275773868856644,"MAP2K2;CALML6;ROCK2;TSC2;ADCY2;TSC1;MAPK12;MTOR;CRKL;IKBKB;PPP3CB;ADCY9;PPP3CC;AKT2;GNA11;GNAS;CYCS;CALM3;PRKACA;RAF1;HRAS;SOS2;ATF4;MAP2K6"
"ECM-receptor interaction","6/88",0.999479599584834,0.999996283442021,0,0,0.324150132693037,0.00016873177148047,"FRAS1;COL4A3;DAG1;ITGA7;ITGB6;FREM2"
"N-Glycan biosynthesis","2/50",0.999521549116577,0.999996283442021,0,0,0.184770271497321,8.8424654742469e-05,"B4GALT2;MAN2A2"
"Steroid hormone biosynthesis","3/61",0.999551003346179,0.999996283442021,0,0,0.229291553133515,0.000102974259385738,"DHRS11;HSD11B1L;CYP17A1"
"Primary immunodeficiency","1/38",0.999552810845398,0.999996283442021,0,0,0.119899311075782,5.36296637532102e-05,"UNG"
"Inflammatory bowel disease","3/65",0.99977422561115,0.999996283442021,0,0,0.214445811725411,4.84218384949233e-05,"JUN;SMAD3;RORC"
