"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Negative Regulation Of Protein Autophosphorylation (GO:0031953)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"TESK1"
"Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"UBE2G2"
"Negative Regulation Of Telomerase Activity (GO:0051974)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"GDF1"
"Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"DAB2IP"
"Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MAF1"
"Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PPP2R1A"
"Neuron Projection Regeneration (GO:0031102)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"NREP"
"Phosphatidylcholine Catabolic Process (GO:0034638)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PLA2G6"
"Phosphatidylethanolamine Acyl-Chain Remodeling (GO:0036152)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PLA2G4C"
"Phosphatidylethanolamine Biosynthetic Process (GO:0006646)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PCYT2"
"Positive Regulation Of RIG-I Signaling Pathway (GO:1900246)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"USP15"
"Positive Regulation Of T Cell Apoptotic Process (GO:0070234)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"ZC3H8"
"Positive Regulation Of Cardiocyte Differentiation (GO:1905209)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MEF2C"
"Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"CCT7"
"Positive Regulation Of Hippo Signaling (GO:0035332)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"SCHIP1"
"Positive Regulation Of Keratinocyte Migration (GO:0051549)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MTOR"
"Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MEF2C"
"Positive Regulation Of Lipase Activity (GO:0060193)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PLIN5"
"Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"TBX1"
"Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"FXR1"
"Positive Regulation Of Myoblast Fusion (GO:1901741)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MYOD1"
"Positive Regulation Of Protein Acetylation (GO:1901985)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PRKAA2"
"Positive Regulation Of Tissue Remodeling (GO:0034105)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"ROCK2"
"Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901838)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MTOR"
"Positive Regulation Of Vasculogenesis (GO:2001214)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"HIF1AN"
"Protein O-linked Glycosylation Via Threonine (GO:0018243)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"GALNTL6"
"Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"LAMTOR5"
"Regulation Of Animal Organ Morphogenesis (GO:2000027)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"TBX1"
"Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"SIRT2"
"Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MAP2K5"
"Regulation Of Complement Activation (GO:0030449)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PHB2"
"Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"COPS5"
"Regulation Of Granulocyte Differentiation (GO:0030852)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"HAX1"
"Regulation Of Hair Cycle (GO:0042634)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PER1"
"Regulation Of Protein Acetylation (GO:1901983)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PARK7"
"Regulation Of Protein Lipidation (GO:1903059)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"ULK1"
"Regulation Of Receptor Binding (GO:1900120)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"ATP2A2"
"Regulation Of Tau-Protein Kinase Activity (GO:1902947)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"HSP90AB1"
"Regulation Of Transmembrane Transporter Activity (GO:0022898)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"BCL2"
"Response To Laminar Fluid Shear Stress (GO:0034616)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"MAP2K5"
"Serotonin Transport (GO:0006837)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"SLC22A3"
"Smooth Muscle Tissue Development (GO:0048745)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"PROX1"
"Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"SNAP47"
"Transferrin Transport (GO:0033572)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"LMTK2"
"Vesicle Fusion With Vacuole (GO:0051469)","1/9",0.839041307549524,0.999996292850528,0,0,0.55552151416122,0.0974914367053233,"CHMP6"
"Golgi Organization (GO:0007030)","20/130",0.840031965947137,0.999996292850528,0,0,0.807157255555832,0.14069988592269,"STX17;UBXN2A;COG4;RAB1B;ATL2;TJAP1;NSFL1C;NPLOC4;VPS51;FAM174B;STK25;MYO18A;DYM;PLEKHM2;YIPF7;TMED1;OBSL1;OPTN;CLASP1;CLASP2"
"Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)","16/106",0.840996134969831,0.999996292850528,0,0,0.789329444292529,0.136686770737484,"SMARCD3;PHF10;RDX;FHL1;PKD1;LSM10;RPTOR;MBLAC1;WEE1;RBL1;BCL7A;BCL7B;DPF3;MNAT1;TMEM14B;EIF4G1"
"Inorganic Anion Transmembrane Transport (GO:0098661)","9/63",0.84184794468315,0.999996292850528,0,0,0.740220160116448,0.127433245145728,"SLC25A3;SLC20A2;SLC26A9;SLC6A1;SLC37A4;ANO5;SLC25A11;SLC1A7;CLCN1"
"Autophagosome Maturation (GO:0097352)","6/44",0.843410837085974,0.999996292850528,0,0,0.701376429893933,0.119445169437023,"MAP1LC3B;MAP1LC3A;STX17;VPS4A;ATP2A2;CHMP6"
"Neural Crest Cell Development (GO:0014032)","6/44",0.843410837085974,0.999996292850528,0,0,0.701376429893933,0.119445169437023,"TBX1;SEMA6C;SEMA4D;GDNF;ERBB4;TAPT1"
"Positive Regulation Of Biosynthetic Process (GO:0009891)","6/44",0.843410837085974,0.999996292850528,0,0,0.701376429893933,0.119445169437023,"RPTOR;MLXIPL;MLST8;SIRT4;PPARA;MTOR"
"Gliogenesis (GO:0042063)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"METRN;NDUFS2;HAPLN2"
"Lipid Translocation (GO:0034204)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"ATP8A1;ABCB4;TRIAP1"
"mRNA Polyadenylation (GO:0006378)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"SSU72;SYMPK;GRSF1"
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"DUSP3;GPS2;PHPT1"
"Negative Regulation Of Cell Junction Assembly (GO:1901889)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"IKBKB;ROCK2;CLASP2"
"Positive Regulation Of ERBB Signaling Pathway (GO:1901186)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"NEU3;DGKD;RTN4"
"Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"STK11;HSP90AB1;HIPK2"
"Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"STK11;HSP90AB1;HIPK2"
"Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"PRKN;OPA1;PARK7"
"Response To Purine-Containing Compound (GO:0014074)","3/24",0.843856265501027,0.999996292850528,0,0,0.634721681588167,0.107758667792225,"RYR1;KCNJ11;NDUFS4"
"Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)","13/88",0.844234557274113,0.999996292850528,0,0,0.76967577413479,0.130325282365388,"MSTN;AVIL;TWF2;FUZ;ARHGAP35;CDC42EP3;NEURL1;FAM98A;MARK4;HRAS;WASHC1;TAPT1;RHOQ"
"Post-Transcriptional Regulation Of Gene Expression (GO:0010608)","8/57",0.846115272676413,0.999996292850528,0,0,0.725138513795696,0.121170408200855,"NANOS1;PER1;CELF1;TSC1;MSI2;ATG14;FOXO3;ELP5"
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"CRADD;TRIAP1"
"Androgen Receptor Signaling Pathway (GO:0030521)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"ZDHHC7;NKX3-1"
"Aorta Morphogenesis (GO:0035909)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"TBX1;PROX1"
"Carbohydrate Derivative Catabolic Process (GO:1901136)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"NEU4;NGLY1"
"Detection Of Visible Light (GO:0009584)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"RGS9BP;GNA11"
"Diol Biosynthetic Process (GO:0034312)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"QDPR;ASAH2"
"Embryo Development Ending In Birth Or Egg Hatching (GO:0009792)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"CELF1;UBR3"
"Embryonic Heart Tube Development (GO:0035050)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"MESP1;PITX2"
"Facultative Heterochromatin Formation (GO:0140718)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"MBD3;SIRT2"
"Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"DDX54;PADI2"
"Intracellular Zinc Ion Homeostasis (GO:0006882)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"SLC30A9;SLC30A2"
"Keratan Sulfate Metabolic Process (GO:0042339)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"B4GAT1;ST3GAL3"
"Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"HACD1;TECR"
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"WBP4;CWC15"
"Mesenchyme Development (GO:0060485)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"MESP1;CRELD1"
"ncRNA Metabolic Process (GO:0034660)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"TUT4;MAPT"
"Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"CUL3;ARHGAP35"
"Negative Regulation Of Interleukin-8 Production (GO:0032717)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"OTUD7B;MAP2K5"
"Positive Chemotaxis (GO:0050918)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"TSC2;SCRIB"
"Positive Regulation Of Amyloid-Beta Formation (GO:1902004)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"GSK3A;ROCK2"
"Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"CUL3;PHB2"
"Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"CEBPB;ATF4"
"Prostaglandin Biosynthetic Process (GO:0001516)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"PTGES2;AMH"
"Purine-Containing Compound Biosynthetic Process (GO:0072522)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"ADSL;MTHFD1"
"Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"DYRK1A;TET1"
"Regulation Of DNA-templated DNA Replication (GO:0090329)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"WRNIP1;KAT7"
"Regulation Of Brown Fat Cell Differentiation (GO:0090335)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"FNDC5;SIX1"
"Regulation Of Establishment Of Cell Polarity (GO:2000114)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"ROCK2;RUFY3"
"Regulation Of Leukocyte Chemotaxis (GO:0002688)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"MTUS1;PRSS56"
"Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"LCMT1;CDK5RAP2"
"Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"EGF;TP53INP2"
"Regulation Of Viral Transcription (GO:0046782)","2/17",0.846884540560481,0.999996292850528,0,0,0.592463452283665,0.0984620399041371,"TRIM32;MID2"
"Cellular Response To cAMP (GO:0071320)","4/31",0.846885639949886,0.999996292850528,0,0,0.658167025024479,0.109380522003044,"AKAP9;RAPGEF1;AKAP6;HCN1"
"Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)","4/31",0.846885639949886,0.999996292850528,0,0,0.658167025024479,0.109380522003044,"PER1;CRY2;PIAS2;STRN3"
"Regulation Of Cell Morphogenesis (GO:0022604)","4/31",0.846885639949886,0.999996292850528,0,0,0.658167025024479,0.109380522003044,"ZRANB1;FITM2;NOL3;CAMSAP1"
"Regulation Of Long-Term Synaptic Potentiation (GO:1900271)","4/31",0.846885639949886,0.999996292850528,0,0,0.658167025024479,0.109380522003044,"FXR1;NOL3;ZDHHC2;SQSTM1"
"Triglyceride Homeostasis (GO:0070328)","4/31",0.846885639949886,0.999996292850528,0,0,0.658167025024479,0.109380522003044,"FUNDC2;MLXIPL;FITM2;MTLN"
"Regulation Of Ras Protein Signal Transduction (GO:0046578)","11/76",0.848363357109239,0.999996292850528,0,0,0.751510313825988,0.123583051297335,"DENND4B;MAPKAP1;RDX;DAB2IP;SPRY3;MFN2;SPRY2;ETFA;RAF1;SQSTM1;RALGPS1"
"Negative Regulation Of Cell Growth (GO:0030308)","19/125",0.849719998714341,0.999996292850528,0,0,0.795713666078012,0.129580695026405,"TSPYL2;CDKL3;NDUFA13;GSK3A;SMAD3;FHL1;OSGIN1;OSGIN2;RTN4;DNAJB2;STK11;BCL6;PPP2R1A;FRZB;MYL2;NDUFS3;ULK2;ULK1;FGF13"
"Cellular Response To Growth Factor Stimulus (GO:0071363)","24/155",0.850003438875489,0.999996292850528,0,0,0.813155962419904,0.132149946719626,"MAP2K3;TBX1;STAT5B;MEF2C;URI1;SMAD3;DUSP3;AMHR2;TWF2;DAB2IP;HSPB1;PTPN11;ACVR2B;CRKL;HJV;MAPKAPK2;ANKRD1;RAPGEF1;SPRY2;NOS1;MAPT;SOX6;EMD;MAP2K5"
"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)","7/51",0.851589998261732,0.999996292850528,0,0,0.706622278430789,0.113518933102967,"HDAC5;CTBP1;SCMH1;POLE3;HDAC9;SIRT2;EZH1"
"Positive Regulation Of DNA Recombination (GO:0045911)","7/51",0.851589998261732,0.999996292850528,0,0,0.706622278430789,0.113518933102967,"HELQ;PARP1;VPS72;HMCES;RUVBL2;DMAP1;HDGFL2"
"Connective Tissue Development (GO:0061448)","5/38",0.852291038449499,0.999996292850528,0,0,0.673061035656455,0.107573471566502,"ZBTB16;RORC;DYRK1B;SOX6;PKD1"
"Regulation Of Protein Import Into Nucleus (GO:0042306)","5/38",0.852291038449499,0.999996292850528,0,0,0.673061035656455,0.107573471566502,"MAVS;SMAD3;BAG3;DMAP1;IPO5"
"Response To cAMP (GO:0051591)","5/38",0.852291038449499,0.999996292850528,0,0,0.673061035656455,0.107573471566502,"AKAP9;NDUFS4;RAPGEF1;AKAP6;HCN1"
"Response To Peptide (GO:1901652)","5/38",0.852291038449499,0.999996292850528,0,0,0.673061035656455,0.107573471566502,"EIF2B5;STAT5B;EIF2B3;IRS1;KAT7"
"Sensory Perception Of Mechanical Stimulus (GO:0050954)","13/89",0.855378227913182,0.999996292850528,0,0,0.759501725625539,0.118642931180944,"TBX1;TIMM8B;NDUFB9;SPTBN4;MYH7B;EYA1;HOMER2;TIMM13;PAX3;ATP2B2;SOD1;TMIE;COL4A3"
"Plasma Membrane Bounded Cell Projection Organization (GO:0120036)","20/132",0.858590853658337,0.999996292850528,0,0,0.792645966133511,0.120849004279585,"CFAP61;LGI1;SNAPIN;PRMT1;CDNF;TPM1;PPP1R9A;CAMSAP1;GDNF;FLRT3;NEDD4;TMEM108;ULK1;FAM161B;MAP4;MAPT;ATXN10;PHPT1;MARK4;CDK16"
"I-kappaB kinase/NF-kappaB Signaling (GO:0007249)","6/45",0.858650295902829,0.999996292850528,0,0,0.683350464643074,0.104138200425546,"IKBKB;ROCK2;NKIRAS1;NKIRAS2;DAB2IP;TBKBP1"
"Regulation Of Telomerase Activity (GO:0051972)","6/45",0.858650295902829,0.999996292850528,0,0,0.683350464643074,0.104138200425546,"HSP90AB1;TNIP1;NABP2;GDF1;PRKCQ;MAP2K7"
"Renal System Development (GO:0072001)","8/58",0.859542363782836,0.999996292850528,0,0,0.710592087312415,0.107551783692285,"PYGO1;BAG6;TRAF3IP1;POLR2D;GREB1L;SIX1;PROX1;PKD1"
"Response To Organic Cyclic Compound (GO:0014070)","8/58",0.859542363782836,0.999996292850528,0,0,0.710592087312415,0.107551783692285,"STAT5B;ALAS1;GLDC;HLCS;ABCB4;FGFR4;NKX3-1;STRN3"
"Transcription By RNA Polymerase II (GO:0006366)","30/192",0.860585522042427,0.999996292850528,0,0,0.821717957320483,0.123374609121682,"THRB;NFIX;ICE1;THRA;CCDC124;ZC3H8;RTF1;PMF1;SNAPC5;RXRB;RXRA;SNAPC3;POLR2C;POLR2D;RPRD1B;RPRD1A;POLR2I;PPARGC1A;POLR2J;NCOA1;PARP1;TSC22D1;ADRM1;SSU72;COPS2;NFIC;TAF8;TAF7;MNAT1;ATF4"
"Regulation Of RNA Splicing (GO:0043484)","15/102",0.862470683388524,0.999996292850528,0,0,0.765445598687808,0.113250830672429,"RBM38;CELF1;DYRK1A;SGF29;PRDX6;QKI;PTBP2;JMJD6;TADA2B;KAT2B;TAF6L;FASTK;MYOD1;RBM20;GRSF1"
"Regulation Of Protein Secretion (GO:0050708)","15/102",0.862470683388524,0.999996292850528,0,0,0.765445598687808,0.113250830672429,"ACHE;MYOM1;KCNJ11;UQCC2;TTN;HADHA;PPP3CB;ENSA;ANKRD1;MYO18A;SAA1;PICK1;APBB1;DNM1L;PPID"
"Kidney Development (GO:0001822)","10/71",0.863233671848375,0.999996292850528,0,0,0.727970891905318,0.107062575433927,"PYGO1;BAG6;GDNF;TRAF3IP1;ZBTB16;GREB1L;SIX1;OXSR1;PROX1;PKD1"
"Negative Regulation Of Protein Binding (GO:0032091)","10/71",0.863233671848375,0.999996292850528,0,0,0.727970891905318,0.107062575433927,"DNAJB2;DVL1;XIRP1;ATP2A2;SYMPK;PIN1;PARK7;ADRB2;NES;PEX14"
"RNA Polyadenylation (GO:0043631)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"SSU72;SYMPK;GRSF1"
"Cellular Response To Hexose Stimulus (GO:0071331)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"PRKAA2;KCNB1;PRKACA"
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"GSTM4;GSTM2;ASAH2"
"Negative Regulation Of Signaling Receptor Activity (GO:2000272)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"SOCS6;CHMP6;PPARA"
"Negative Regulation Of Stress Fiber Assembly (GO:0051497)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"TMEFF2;CLASP1;CLASP2"
"Peptide Hormone Secretion (GO:0030072)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"PARK7;CAMK2G;CDK16"
"Positive Regulation Of Peptidase Activity (GO:0010952)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"NDUFA13;PINK1;MAPK12"
"Regulation Of Cell Cycle Phase Transition (GO:1901987)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"MN1;NEK10;MLF1"
"Sodium Ion Homeostasis (GO:0055078)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"ATP1A4;ATP1A2;ATP1B1"
"Vesicle Cargo Loading (GO:0035459)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"KIF13A;MIA2;SEC31B"
"Wound Healing, Spreading Of Cells (GO:0044319)","3/25",0.863543111370424,0.999996292850528,0,0,0.605833539757246,0.0888827209111428,"DDR1;TMEFF2;ARHGAP35"
"NIK/NF-kappaB Signaling (GO:0038061)","4/32",0.864313219933674,0.999996292850528,0,0,0.634622123583694,0.0925406315704892,"AMFR;ZFP91;TAB2;COPS8"
"Negative Regulation Of Fat Cell Differentiation (GO:0045599)","4/32",0.864313219933674,0.999996292850528,0,0,0.634622123583694,0.0925406315704892,"SMAD3;GPS2;LRP3;SIRT2"
"Negative Regulation Of Osteoblast Differentiation (GO:0045668)","4/32",0.864313219933674,0.999996292850528,0,0,0.634622123583694,0.0925406315704892,"SEMA4D;NOG;NBR1;HDAC9"
"Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)","4/32",0.864313219933674,0.999996292850528,0,0,0.634622123583694,0.0925406315704892,"TNIP1;PRKCQ;CCT7;MAP2K7"
"Regulation Of Cholesterol Efflux (GO:0010874)","4/32",0.864313219933674,0.999996292850528,0,0,0.634622123583694,0.0925406315704892,"EEPD1;RXRA;ABCA5;GPS2"
"Regulation Of Cell Development (GO:0060284)","7/52",0.865325658521793,0.999996292850528,0,0,0.690877129175002,0.0999349339259608,"FXR1;HES6;KAT6B;BRPF3;BHLHE41;PRUNE1;HDAC9"
"Regulation Of Peptide Hormone Secretion (GO:0090276)","7/52",0.865325658521793,0.999996292850528,0,0,0.690877129175002,0.0999349339259608,"HADHA;PPP3CB;KCNJ11;RASL10B;UQCC2;ENSA;PICK1"
"Cellular Response To Light Stimulus (GO:0071482)","9/65",0.867162058834166,0.999996292850528,0,0,0.713695999688085,0.101722663044904,"CUL4A;USP47;TMEM161A;PARP1;RUVBL2;NEDD4;TRIAP1;USP28;ATF4"
"Odontogenesis (GO:0042476)","5/39",0.867846412777394,0.999996292850528,0,0,0.653225030470203,0.0925884579670355,"TBX1;ROGDI;SCN5A;OXSR1;PITX2"
"Positive Regulation Of Protein Ubiquitination (GO:0031398)","12/84",0.868197541177928,0.999996292850528,0,0,0.740007283984339,0.104589675566462,"GSK3A;PINK1;MTA1;UBB;CUL3;UBE2D1;DCUN1D2;PIN1;UBE3A;STUB1;RCHY1;KLHL40"
"N-acetylneuraminate Metabolic Process (GO:0006054)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"HOGA1"
"Rap Protein Signal Transduction (GO:0032486)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"RAPGEF1"
"SRP-dependent Cotranslational Protein Targeting To Membrane (GO:0006614)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"SEC61A2"
"Acidic Amino Acid Transport (GO:0015800)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"SLC6A1"
"Angiogenesis Involved In Wound Healing (GO:0060055)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"SRF"
"Basement Membrane Organization (GO:0071711)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"HPN"
"Branched-Chain Amino Acid Transport (GO:0015803)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"SLC43A1"
"Cellular Response To UV-A (GO:0071492)","1/10",0.868614402435639,0.999996292850528,0,0,0.493766642459453,0.0695499832349492,"PPID"
