"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Inner Mitochondrial Membrane Organization (GO:0007007)","18/34",5.81213108706121e-06,0.000529156630274182,0,0,5.02048563611491,60.5247821718515,"HSPA9;TIMM8B;TOMM70;NDUFA13;TIMM29;APOOL;MTX2;TIMM13;DNAJC11;IMMT;GHITM;MAIP1;APOO;CHCHD3;SAMM50;OPA1;TMEM11;SLC25A46"
"Mitochondrial Transport (GO:0006839)","24/53",6.10028970169602e-06,0.000543574750440488,0,0,3.69635516579885,44.3827807350436,"TOMM70;PRKN;DNAJC19;TIMM8B;FIS1;MTX2;BNIP3;TIMM13;TIMM23;TIMM44;SPG7;BCS1L;MFF;MAIP1;OXA1L;PINK1;PITRM1;TIMM17A;PPIF;BCL2;TIMM17B;MFN2;SLC25A20;SLC25A4"
"Dicarboxylic Acid Metabolic Process (GO:0043648)","23/50",6.85392863851494e-06,0.000598005273710429,0,0,3.80416032470827,45.2340856009981,"ACOT8;PHYH;FH;MTRR;GOT1;MDH1;MDH2;GPT2;ADHFE1;GOT2;IDH2;DLST;OGDHL;SDHA;ALDH5A1;SDHAF3;DGLUCY;OGDH;ME3;D2HGDH;L2HGDH;GCLM;MDH1B"
"Establishment Of Protein Localization To Mitochondrion (GO:0072655)","21/44",8.36228646552452e-06,0.000714719504441157,0,0,4.07619410448117,47.6579592757752,"DNAJC19;TIMM8B;TOMM70;FIS1;PAM16;TIMM13;TIMM23;TIMM44;TIMM21;MFF;TOMM40L;HK1;TIMM50;CHCHD4;TIMM23B;PINK1;GRPEL1;PITRM1;TIMM17A;MFN2;TIMM17B"
"Protein Import Into Mitochondrial Matrix (GO:0030150)","12/18",8.89481546819654e-06,0.000745029743616143,0,0,8.91614313029227,103.69511892841,"DNAJC19;TOMM70;TIMM23B;GRPEL1;PAM16;TIMM17A;TIMM23;TIMM17B;TIMM44;TIMM21;TOMM40L;TIMM50"
"Fatty Acid Catabolic Process (GO:0009062)","26/61",9.88826541784217e-06,0.000812001089606334,0,0,3.31851619726585,38.2431176436203,"FAAH;ACAA2;ECHS1;ECI1;ECI2;ABHD1;MTLN;ACAT1;MCEE;AUH;CPT2;NUDT19;ACADM;ACADS;DECR1;ACOT8;PHYH;MCAT;PEX13;HADHB;HADHA;NUDT8;PCCA;PCCB;ECHDC2;LPIN1"
"Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)","13/21",1.22446868102923e-05,0.000986168237721232,0,0,7.24545765027322,81.9491578489107,"ALAS1;ABCB6;FECH;COX15;UROS;RSAD1;ATP5IF1;SLC25A38;SUCLA2;HMBS;FXN;COX10;NFE2L1"
"Iron-Sulfur Cluster Assembly (GO:0016226)","15/27",1.63545807625834e-05,0.00126838859692036,0,0,5.57510934937124,61.4432942494405,"HSPA9;ISCA2;ISCA1;NUBPL;GLRX5;IBA57;NUBP2;NFU1;NFS1;BOLA3;NDUFAB1;FDX2;CIAO2B;FXN;ISCU"
"Metallo-Sulfur Cluster Assembly (GO:0031163)","15/27",1.63545807625834e-05,0.00126838859692036,0,0,5.57510934937124,61.4432942494405,"HSPA9;ISCA2;ISCA1;NUBPL;GLRX5;IBA57;NUBP2;NFU1;NFS1;BOLA3;NDUFAB1;FDX2;CIAO2B;FXN;ISCU"
"Respiratory Electron Transport Chain (GO:0022904)","10/14",2.09063571999051e-05,0.00159192407187641,0,0,11.1404586404586,120.043536081888,"SLC25A18;NDUFA5;ETFDH;ETFRF1;UQCRFS1;ETFB;SDHA;SLC25A12;SDHB;PPARGC1A"
"Actin-Myosin Filament Sliding (GO:0033275)","9/12",3.02327082384054e-05,0.00226097468040075,0,0,13.3657205240175,139.091522296,"MYH2;MYH3;MYL1;TNNT2;TPM1;MYH8;MYL6B;MYH6;MYH7"
"Regulation Of Skeletal Muscle Contraction (GO:0014819)","6/6",3.82362629009885e-05,0.00280935910577789,0,0,97962,996442.642204372,"SLC8A3;CAV3;DMPK;DMD;SCN4A;KCNJ2"
"Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539)","8/10",4.05614564783975e-05,0.00283118966219215,0,0,17.8171896316508,180.179756219162,"GCDH;ACADVL;IVD;ETFDH;ETFA;ACADM;ETFB;ACADS"
"Muscle Filament Sliding (GO:0030049)","8/10",4.05614564783975e-05,0.00283118966219215,0,0,17.8171896316508,180.179756219162,"MYH3;MYL1;TNNT2;TPM1;MYH8;MYL6B;MYH6;MYH7"
"Protein Deneddylation (GO:0000338)","8/10",4.05614564783975e-05,0.00283118966219215,0,0,17.8171896316508,180.179756219162,"COPS4;COPS3;COPS6;COPS5;GPS1;SENP8;COPS7A;COPS8"
"Purine Nucleoside Bisphosphate Catabolic Process (GO:0034034)","7/8",4.71006364338991e-05,0.00313107087912967,0,0,31.1734860883797,310.588426150876,"NUDT8;SUCLA2;NUDT19;SUCLG2;FITM2;SUCLG1;MLYCD"
"Ribonucleoside Bisphosphate Catabolic Process (GO:0034031)","7/8",4.71006364338991e-05,0.00313107087912967,0,0,31.1734860883797,310.588426150876,"NUDT8;SUCLA2;NUDT19;SUCLG2;FITM2;SUCLG1;MLYCD"
"succinyl-CoA Metabolic Process (GO:0006104)","7/8",4.71006364338991e-05,0.00313107087912967,0,0,31.1734860883797,310.588426150876,"NUDT8;SUCLA2;NUDT19;OGDH;DLST;SUCLG2;SUCLG1"
"Alpha-Amino Acid Catabolic Process (GO:1901606)","15/29",5.03014664597868e-05,0.0032409621774398,0,0,4.77807935640084,47.290927318569,"MCCC2;MTRR;HIBADH;GOT2;MCCC1;HOGA1;THNSL2;DDO;ACAT1;ALDH4A1;HMGCL;ALDH6A1;IVD;PRODH;HIBCH"
"Regulation Of Muscle Contraction (GO:0006937)","15/29",5.03014664597868e-05,0.0032409621774398,0,0,4.77807935640084,47.290927318569,"MYLK2;TNNC1;TNNC2;TPM1;MYBPH;ATP1A2;CACNB1;TNNT1;MYL2;MYL3;TNNT3;TNNI1;CACNA1S;CACNG1;PPP1R12B"
"Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)","87/319",5.22012833653984e-05,0.00331240870809528,0,0,1.68310791968767,16.5961231848581,"RNF10;TRIM72;GSK3A;UBXN1;UBXN2A;FAF1;PSMD8;ANKRD9;PSMD7;PSMD4;PSMD2;PSMD3;FBXO3;SKP1;FBXW4;FBXW5;KCTD2;UBE4B;RAD23A;ARMC8;RAD23B;SIRT2;RNF126;CDC34;PLAA;ANAPC5;RNF122;PRKN;PSMD12;ANAPC15;PSMD11;RNF34;ANAPC16;CUL5;DMAC2;CUL3;CUL2;CUL1;NEDD4L;UBR3;RNF5;PSMA7;FBXL22;USP19;ANAPC11;ECPAS;PSMB6;BAG6;DNAJB2;RMND5B;AMN1;ZNRF1;PSMB5;SHARPIN;HECTD1;MTA1;RMND5A;FEM1C;DCAF11;KLHDC2;AKIRIN2;KLHDC3;UBE2B;FEM1A;AMFR;KLHDC1;SGTA;TMUB1;FBXL17;WWP1;KLHL22;PEX10;UBE2G1;UBE2G2;PEX12;FBXO31;SPSB3;CUL4A;NSFL1C;NPLOC4;GID4;PSMC6;PSMC3;PSMC1;STUB1;ASB2;RNF187"
"Protein K48-linked Ubiquitination (GO:0070936)","27/70",5.78688397975727e-05,0.00361723434436171,0,0,2.80439857633086,27.3634465421648,"PRKN;RNF34;UBE2D4;UBE3C;UBE2D2;CUL3;CUL1;UBE2D1;NEDD4L;UBE3A;NT5C2;RNF5;ZNRF1;RNF115;ARIH2;SKP1;TRIM45;UBE2H;UBE2B;UBE2E3;UBE2G1;UBE2G2;RNF146;RNF126;CDC34;TRIM32;RNF187"
"Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)","13/24",8.64018287223838e-05,0.00532133615719622,0,0,5.26845504222553,49.2943086464654,"CAMK2D;GSTM2;PDE4D;JPH1;TRDN;JPH2;JSRP1;CASQ2;HRC;CALM3;DMD;NOS1;PRKACA"
"Muscle Cell Differentiation (GO:0042692)","17/37",0.000109728997447828,0.00666007306248554,0,0,3.79128829321663,34.5670592283346,"POPDC2;MYOG;TBX1;POPDC3;CHRNB1;MEF2C;ACTN3;ACTN2;MTLN;FBXO40;MYOD1;MYF6;SPEG;DMD;BVES;HDGFL2;MYF5"
"Heme Biosynthetic Process (GO:0006783)","11/19",0.000138606703481839,0.00829264105974203,0,0,6.1274235390497,54.4352348097039,"ATP5IF1;SLC25A38;ALAS1;ABCB6;FECH;COX15;UROS;HMBS;FXN;COX10;NFE2L1"
"Regulation Of Mitochondrial Translation (GO:0070129)","12/22",0.00014885592746586,0.00859288518710767,0,0,5.34837476099426,47.13272185495,"RPUSD4;TSFM;NGRN;MRPS27;FASTKD2;UQCC2;C1QBP;MTG2;RPUSD3;MALSU1;LRPPRC;RCC1L"
"Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880)","12/22",0.00014885592746586,0.00859288518710767,0,0,5.34837476099426,47.13272185495,"CAMK2D;GSTM2;PDE4D;DHRS7C;CASQ2;HRC;ATP1A2;CALM3;DMD;CASQ1;PRKACA;TRDN"
"ATP Biosynthetic Process (GO:0006754)","13/25",0.000149780472459136,0.00859288518710767,0,0,4.82912112932605,42.5268818551539,"ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1C;ATP5F1D;ATP5MC1;ATP5F1A;ATP5F1B;ATP5PO;ALDOA;ATP5ME"
"Muscle Cell Fate Commitment (GO:0042693)","7/9",0.000178050035460872,0.0100766695744612,0,0,15.58578832515,134.559061078955,"MYOG;TBX1;MEF2C;MYL2;MYOD1;MYF6;MYF5"
"Electron Transport Chain (GO:0022900)","9/14",0.000192380810779463,0.0107425444739252,0,0,8.01844978165939,68.6061270409977,"NDUFA5;ETFDH;ETFRF1;UQCRFS1;ETFA;ETFB;SDHA;SDHB;PPARGC1A"
"Mitochondrial Translational Elongation (GO:0070125)","5/5",0.000208436642707725,0.0114859560481573,0,0,81635,691928.091120652,"TSFM;GFM1;GFM2;MRPL44;TUFM"
"Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615)","6/7",0.000225580759039462,0.0119586356817376,0,0,26.712844286883,224.303274532305,"ATPAF2;OXA1L;FMC1;ATP5F1D;TMEM70;ATPAF1"
"Proton-Transporting ATP Synthase Complex Assembly (GO:0043461)","6/7",0.000225580759039462,0.0119586356817376,0,0,26.712844286883,224.303274532305,"ATPAF2;OXA1L;FMC1;ATP5F1D;TMEM70;ATPAF1"
"Regulation Of Skeletal Muscle Fiber Development (GO:0048742)","6/7",0.000225580759039462,0.0119586356817376,0,0,26.712844286883,224.303274532305,"MYOG;MYOD1;MYF6;HDAC9;LMOD3;MYF5"
"Cardiac Muscle Cell Development (GO:0055013)","13/26",0.000249330545270434,0.0129632029043888,0,0,4.45737704918033,36.981658569017,"FHOD3;ADPRHL1;MYLK3;TTN;CSRP3;MYL2;TCAP;ALPK3;ALPK2;PDLIM5;ASB2;OBSL1;MYH6"
"Regulation Of Calcium Ion Transmembrane Transport (GO:1903169)","11/20",0.00025691161438975,0.0129632029043888,0,0,5.44626494326112,45.0230656392603,"CACNB1;CACNG6;CAMK2D;CAV3;CACNA2D1;PSEN2;HRC;ATP1A2;CACNG1;NOS1;TRDN"
"Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)","11/20",0.00025691161438975,0.0129632029043888,0,0,5.44626494326112,45.0230656392603,"CAMK2D;GSTM2;CASQ2;HRC;ATP2A2;ATP1A2;CALM3;DMD;TNNI3;ATP1B1;PRKACA"
"Regulation Of Membrane Depolarization (GO:0003254)","11/20",0.00025691161438975,0.0129632029043888,0,0,5.44626494326112,45.0230656392603,"CAMK2D;CAV3;FHL1;NEDD4L;GPD1L;SCN5A;SCN3B;SCN1B;HCN1;PTPN3;SCN2B"
"acetyl-CoA Biosynthetic Process (GO:0006085)","8/12",0.000313362321642616,0.0151372372668121,0,0,8.9075034106412,71.8670777379407,"PDHX;ACSS2;PDHA1;DLAT;MLYCD;PDHB;ACSS1;DLD"
"Mitochondrial Transcription (GO:0006390)","8/12",0.000313362321642616,0.0151372372668121,0,0,8.9075034106412,71.8670777379407,"MTERF3;MTERF2;MTERF4;TWNK;TFB2M;MRPL12;POLRMT;SLC25A33"
"Positive Regulation Of Fatty Acid Oxidation (GO:0046321)","8/12",0.000313362321642616,0.0151372372668121,0,0,8.9075034106412,71.8670777379407,"KLHL25;IRS1;AKT2;MLYCD;PPARA;MTLN;PPARGC1A;PLIN5"
"Modification-Dependent Protein Catabolic Process (GO:0019941)","55/192",0.000314455501960996,0.0151372372668121,0,0,1.79647181771596,14.4879487453683,"RNF11;UBE2D4;UBE3C;UBE2D2;KEAP1;UBE2D1;UBE3B;FBXO21;PSMD3;LONP1;ARIH2;ARIH1;RNF150;GET4;UBL7;FBXW4;UBE4B;FBXO10;RNF144B;RNF126;CDC34;RNF128;SQSTM1;PRKN;PSMD11;RNF34;CUL3;NEDD4L;UBR3;RCHY1;RNF5;ANAPC11;BAG6;C18ORF25;UBB;FEM1C;UBQLN4;UBL4A;UBE2H;KLHL25;UBE2B;FEM1A;KLHL22;UBE2G1;UBE2G2;CNOT4;RNF146;COPS3;PINK1;NPLOC4;NEDD4;KLHL8;STUB1;ASB2;TRIM32"
"Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515)","13/27",0.000400332922470645,0.0190522077193984,0,0,4.13873926619828,32.3782431801452,"ZYG11B;ZER1;CUL3;NGLY1;FBXL17;PEX10;OMA1;PEX12;RNF5;BAG6;CLPP;LONP1;STUB1"
"Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)","16/37",0.000410124039846614,0.0192988705491867,0,0,3.39721603708478,26.4950608180511,"CAMK2D;CAV3;NEDD4L;OXSR1;NEDD4;SLMAP;WNK2;FXYD1;HECW1;DMD;GPD1L;SCN3B;FGF13;SCN1B;PTPN3;SCN2B"
"Mitochondrial Fusion (GO:0008053)","10/18",0.000444291133855066,0.0206743474287224,0,0,5.56886431886432,42.9862335473507,"FIS1;STOML2;MIGA2;CHCHD3;OPA1;MFN2;MIEF2;USP30;MFF;RCC1L"
"Mitochondrial Calcium Ion Homeostasis (GO:0051560)","11/21",0.000450155582457291,0.0207170503223202,0,0,4.90133806663026,37.7693057819726,"SLC8A3;FIS1;SMDT1;ANXA6;ATP2A1;C19ORF12;MICU2;MICU1;SLC25A23;MAIP1;MCU"
"Mitochondrial Protein Processing (GO:0034982)","7/10",0.000498859222180754,0.0224647572311075,0,0,10.3898890707401,78.9962655856172,"IMMP1L;IMMP2L;STOML2;ATP23;PMPCA;OMA1;SPG7"
"Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)","7/10",0.000498859222180754,0.0224647572311075,0,0,10.3898890707401,78.9962655856172,"RYR1;SLN;ATP2A2;ATP2A1;NOL3;RYR3;TRDN"
"Cardiac Muscle Tissue Morphogenesis (GO:0055008)","14/31",0.000548500367055376,0.0244374418854034,0,0,3.67088404096265,27.5621816399633,"MYLK2;TNNC1;NOG;TPM1;PROX1;TTN;MYL2;TNNT2;MYL3;ANKRD1;TCAP;TNNI3;MYH6;MYH7"
"Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)","13/28",0.000622330439553402,0.0274349461142068,0,0,3.86258652094718,28.5137657019565,"CAMK2D;CAV3;NEDD4L;SLMAP;FXYD1;NOS1;SCN5A;GPD1L;SCN3B;SCN1B;SNTA1;PTPN3;SCN2B"
"Relaxation Of Muscle (GO:0090075)","8/13",0.000683309198279467,0.0298093637749417,0,0,7.12556616643929,51.9351385896572,"KBTBD13;CAMK2D;GSTM2;PLN;ATP1A2;ATP2A1;ATP1B1;KCNJ2"
"Protein Methylation (GO:0006479)","15/35",0.000693778675195397,0.0299540731104982,0,0,3.34342536905413,24.3179281847833,"N6AMT1;SETD3;ICMT;PRMT7;PRMT1;GSPT1;PCMT1;METTL21EP;METTL22;METTL21C;CARM1;ETFBKMT;SNRPD3;FAM98A;LCMT1"
"Translational Termination (GO:0006415)","6/8",0.000761025584124525,0.032522195370546,0,0,13.3556040359967,95.9045035200323,"MTRF1;GFM2;MRPL58;APEH;MTRF1L;GSPT1"
"Protein Targeting To Peroxisome (GO:0006625)","9/16",0.000770043357805125,0.0325751674998774,0,0,5.72676232064878,41.0555240768756,"PEX7;PEX19;ZFAND6;PEX6;PEX5;PEX10;PEX1;PEX12;PEX14"
"Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)","14/32",0.00081150904457165,0.0339859987866607,0,0,3.46673347301934,24.6714075237488,"YWHAE;CAMK2D;CAV3;PDE4D;JPH1;CACNB1;JPH2;PLN;JSRP1;SLN;HRC;DMD;NOS1;PRKACA"
"Regulation Of Mitochondrial Membrane Potential (GO:0051881)","16/39",0.000829389943610508,0.0343909414241664,0,0,3.10142549725957,22.0040560655392,"TUSC2;PARK7;MTLN;SOD1;ATP5IF1;PRDX3;HEBP2;PINK1;UBB;AKT2;BCL2;NDUFS1;BCO2;MAPT;SLC25A33;RNF122"
"Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)","13/29",0.000939632547587091,0.03858020695387,0,0,3.62095286885246,25.2381199472726,"PRKN;HSP90AB1;GPS1;DCUN1D2;COPS7A;DNAJB2;COPS4;COPS3;COPS6;PINK1;COPS5;COPS8;WASHC1"
"Leucine Metabolic Process (GO:0006551)","5/6",0.00105944697002798,0.0422567991474017,0,0,22.2546346782988,152.44443077751,"MCCC2;HMGCL;IVD;MCCC1;BCAT2"
"Short-Chain Fatty Acid Metabolic Process (GO:0046459)","5/6",0.00105944697002798,0.0422567991474017,0,0,22.2546346782988,152.44443077751,"MCEE;PCCA;OXSM;PCCB;CRAT"
"Skeletal Muscle Thin Filament Assembly (GO:0030240)","5/6",0.00105944697002798,0.0422567991474017,0,0,22.2546346782988,152.44443077751,"ACTC1;TCAP;PROX1;LMOD3;TTN"
"Respiratory Chain Complex IV Assembly (GO:0008535)","12/26",0.00107318611015396,0.0424009757483472,0,0,3.81933117415226,26.1132384742248,"COX19;COA1;COX15;COX17;COX14;TIMM21;SMIM20;PET117;COX10;COA5;SLC25A46;COX20"
"Regulation Of Microtubule Polymerization (GO:0031113)","16/40",0.00114902422031106,0.0443313782173164,0,0,2.97201713608605,20.1171150124411,"CAV3;PRUNE1;DYRK1A;ARL2;SLAIN2;GBA2;CAMSAP1;PAK1;CLIP1;AKAP9;DRG1;TOGARAM1;MAPRE3;MAPT;CLASP1;CDK5RAP2"
"Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380)","7/11",0.00115380139104286,0.0443313782173164,0,0,7.79193944353519,52.7100800063316,"CAB39;CAV3;BIN1;KCNE5;CASQ2;NEDD4L;OXSR1"
"Regulation Of Muscle System Process (GO:0090257)","7/11",0.00115380139104286,0.0443313782173164,0,0,7.79193944353519,52.7100800063316,"SLN;TNNC1;TNNC2;TPM1;ATP1A2;DMD;PPP1R12B"
"Response To Unfolded Protein (GO:0006986)","17/44",0.00128787834738423,0.0490330410804104,0,0,2.80715617148878,18.6809480957212,"PRKN;HSPA8;PACRG;HSP90AB1;HSPA1L;HSPB8;HSPB7;HSPB2;DAB2IP;HSPB1;HSPB3;HSPA2;DNAJB2;DNAJB5;DNAJB4;HSF1;OPTN"
"Sulfur Compound Catabolic Process (GO:0044273)","10/20",0.00131097482069534,0.049149618941994,0,0,4.45454545454545,29.5647481588896,"MPST;NUDT8;SUCLA2;TST;GPC1;NUDT19;SUCLG2;FITM2;SUCLG1;MLYCD"
"Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)","8/14",0.00133788361016889,0.049149618941994,0,0,5.93760800363802,39.2871708335743,"SLC8A3;SMDT1;GHITM;MICU2;MICU1;SLC25A23;MAIP1;MCU"
"Myotube Cell Development (GO:0014904)","8/14",0.00133788361016889,0.049149618941994,0,0,5.93760800363802,39.2871708335743,"RYR1;PPP3CB;MYOD1;SIX1;TMEM182;KLHL40;LMOD3;MYORG"
"Striated Muscle Cell Development (GO:0055002)","8/14",0.00133788361016889,0.049149618941994,0,0,5.93760800363802,39.2871708335743,"TMOD1;TMOD4;FLII;MYOZ1;KLHL41;LMOD3;MYH6;LMOD2"
"Regulation Of Blood Circulation (GO:1903522)","14/34",0.00166086751195098,0.0604844620873973,0,0,3.11967750751571,19.967231386742,"CYP2J2;CAMK2D;CAV3;DMPK;KCNJ12;S100A1;KCNE5;HSPB7;TPM1;PLN;DES;TNNT2;FXYD1;MYH6"
"Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)","11/24",0.00185443946368857,0.0658168853722689,0,0,3.76956686132,23.7112269558052,"YWHAE;CAMK2D;PLN;CAB39;CAV3;SLN;NEDD4;HECW1;CASQ2;NEDD4L;OXSR1"
"Neuromuscular Junction Development (GO:0007528)","11/24",0.00185443946368857,0.0658168853722689,0,0,3.76956686132,23.7112269558052,"CHRNA1;CACNB1;UNC13C;MUSK;DNAJA3;NEDD4;DOK7;DVL1;PDZRN3;GPHN;KY"
"Peroxisome Organization (GO:0007031)","11/24",0.00185443946368857,0.0658168853722689,0,0,3.76956686132,23.7112269558052,"FIS1;PEX7;ACOT8;PEX19;PEX6;PEX10;PEX1;MFF;PEX12;DNM1L;PEX14"
"[2Fe-2S] Cluster Assembly (GO:0044571)","6/9",0.00192698347760587,0.0661492361001097,0,0,8.90319061903463,55.6609623376588,"NFS1;GLRX5;NDUFAB1;FDX2;FXN;ISCU"
"Calcium Import Into The Mitochondrion (GO:0036444)","6/9",0.00192698347760587,0.0661492361001097,0,0,8.90319061903463,55.6609623376588,"SMDT1;MICU2;MICU1;SLC25A23;MAIP1;MCU"
"Mitochondrial RNA Processing (GO:0000963)","6/9",0.00192698347760587,0.0661492361001097,0,0,8.90319061903463,55.6609623376588,"SUPV3L1;FASTKD1;FASTKD2;FASTK;FASTKD5;TBRG4"
"Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)","6/9",0.00192698347760587,0.0661492361001097,0,0,8.90319061903463,55.6609623376588,"MYOG;MEF2C;MYOD1;MYF6;LMOD3;MYF5"
"Regulation Of Sodium Ion Transport (GO:0002028)","14/35",0.0023055951921088,0.0785027045898507,0,0,2.97093923658559,18.040780197216,"SPTBN4;NEDD4L;ANK3;NKAIN2;NKAIN1;PER1;NEDD4;SLMAP;NOS1;SCN5A;GPD1L;SCN3B;SCN1B;SNTA1"
"Negative Regulation Of Potassium Ion Transport (GO:0043267)","7/12",0.00233042151775892,0.0787081073901157,0,0,6.23316966721222,37.7836427116152,"CAB39;CAV3;BIN1;KCNE5;CASQ2;NEDD4L;NOS1"
"Pyruvate Metabolic Process (GO:0006090)","18/50",0.00239370925390811,0.0801988348429374,0,0,2.5077804377565,15.1342320680056,"GPI;PDHX;PFKFB1;TPI1;PDHA1;PGAM2;HOGA1;PDHB;ENO3;HK1;PKM;ME3;VDAC1;DLAT;DLD;GAPDH;PFKM;PGM1"
"Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)","11/25",0.0027670456004544,0.0918512032313199,0,0,3.50009752672232,20.6154872736895,"MYOG;MESP1;MEF2C;MYOD1;MYF6;SMYD1;PROX1;RBM24;LMOD3;MYLK3;MYF5"
"Muscle Cell Development (GO:0055001)","13/32",0.00278536361279313,0.0918512032313199,0,0,3.04866264020708,17.9364312099353,"CHRNB1;ACTN3;CAV3;ACTN2;TTN;BIN1;MYOD1;TCAP;DMD;ALPK3;ALPK2;ASB2;MYH6"
"ATP Synthesis Coupled Electron Transport (GO:0042773)","5/7",0.00314412496113433,0.100515994940691,0,0,11.1266357688113,64.1141193688837,"NDUFB6;NDUFA12;NDUFS2;NDUFV3;NDUFV1"
"Establishment Of Protein Localization To Peroxisome (GO:0072663)","5/7",0.00314412496113433,0.100515994940691,0,0,11.1266357688113,64.1141193688837,"PEX19;PEX6;ZFAND6;PEX1;PEX12"
"Malate Metabolic Process (GO:0006108)","5/7",0.00314412496113433,0.100515994940691,0,0,11.1266357688113,64.1141193688837,"FH;MDH1;MDH2;ME3;MDH1B"
"Peptidyl-Lysine Deacetylation (GO:0034983)","5/7",0.00314412496113433,0.100515994940691,0,0,11.1266357688113,64.1141193688837,"HDAC4;SIRT4;HDAC9;SIRT2;SIRT3"
"Protein Neddylation (GO:0045116)","10/22",0.003211947338844,0.101906329205141,0,0,3.71166621166621,21.3082224456742,"COPS4;COPS3;COPS6;COPS5;GPS1;COPS2;DCUN1D2;COPS7A;COPS8;UBE2M"
"Positive Regulation Of Microtubule Polymerization (GO:0031116)","12/29",0.00335123302876012,0.104738536749607,0,0,3.14475312113373,17.9201458817806,"PAK1;CLIP1;CAV3;DRG1;ARL2;TOGARAM1;PDE4DIP;SLAIN2;MAPT;CKAP5;CLASP1;CDK5RAP2"
"Regulation Of Striated Muscle Contraction (GO:0006942)","12/29",0.00335123302876012,0.104738536749607,0,0,3.14475312113373,17.9201458817806,"SLC8A3;CAV3;MYL2;MYL3;TNNT3;TNNI1;MYBPH;ATP1A2;DMD;CALM3;NOS1;PRKACA"
"Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170)","9/19",0.00365803668905201,0.112646012159925,0,0,4.00799672489083,22.4881830505248,"YWHAE;PPP3CB;PLN;PPP3CC;SLN;BIN1;ATP1A2;VDAC1;NOS1"
"Positive Regulation Of Mitochondrial Fission (GO:0090141)","9/19",0.00365803668905201,0.112646012159925,0,0,4.00799672489083,22.4881830505248,"PRKN;FIS1;PINK1;BNIP3;MIEF2;PGAM5;MFF;DNM1L;MCU"
"Fatty Acid Oxidation (GO:0019395)","18/52",0.00390717121323463,0.119439657233771,0,0,2.35997424961777,13.0859194900338,"PHYH;ACAA2;ECHS1;ECI1;ECI2;MTLN;MCAT;PEX13;ACAT1;HADHB;HADHA;AUH;CPT2;ECHDC2;ACADM;ACADS;PPARGC1A;DECR1"
"Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)","11/26",0.00400921257671755,0.120012127486787,0,0,3.26655743673767,18.0286545205558,"YWHAE;KCNE2;CAB39;CAV3;NEDD4;FHL1;AKAP9;CASQ2;NEDD4L;OXSR1;ATP1B1"
"Negative Regulation Of ATP-dependent Activity (GO:0032780)","8/16",0.00404389481160014,0.120012127486787,0,0,4.45266030013643,24.5365938105862,"OXA1L;PLN;SLN;TNNT2;PAM16;PPIF;TSC1;TNNI3"
"Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)","8/16",0.00404389481160014,0.120012127486787,0,0,4.45266030013643,24.5365938105862,"CAMK2D;GSTM2;CASQ2;HRC;ATP1A2;CALM3;DMD;PRKACA"
"Regulation Of Fatty Acid Oxidation (GO:0046320)","8/16",0.00404389481160014,0.120012127486787,0,0,4.45266030013643,24.5365938105862,"ACADVL;FABP3;KLHL25;SIRT4;PDK4;MLYCD;PPARA;PPARGC1A"
"Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514)","6/10",0.00406917910771817,0.120012127486787,0,0,6.67698391055359,36.752215971938,"CACNB1;CACNG6;CAMK2D;CACNA2D1;CACNG1;NOS1"
"Protein Import Into Peroxisome Matrix (GO:0016558)","7/13",0.00425205962753641,0.12366406750085,0,0,5.19398981633024,28.3610116178049,"PEX7;PEX6;PEX5;PEX10;PEX12;PEX13;PEX14"
"Ubiquinone Biosynthetic Process (GO:0006744)","7/13",0.00425205962753641,0.12366406750085,0,0,5.19398981633024,28.3610116178049,"NDUFA9;COQ3;COQ9;COQ8A;COQ7;COQ6;COQ5"
